DISPLAY_Type,DISPLAY_Size,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram,BATTERY_Type,BATTERY_Capacity,MAIN_CAM_1_Module,MAIN_CAM_1_Video
STN,2.8,240.0,320.0,Microsoft Windows Mobile 2003 PocketPC,sdio,65536.0,65536.0,Li-Po,1300.0,0,
TFT,3.5,240.0,320.0,Microsoft Windows Mobile 2003 PocketPC,sdio,65536.0,65536.0,Li-Ion,1440.0,0,
STN,2.8,240.0,320.0,Microsoft Windows Mobile 2003 PocketPC,sdio,65536.0,32768.0,Li-Po,1050.0,1,No
OLED,6.46,1224.0,2700.0,android 13,microsdxc,268435456.0,8388608.0,Li-Ion,4200.0,1,4K
IPS,6.3,1080.0,2340.0,android 11,microsdxc,268435456.0,8388608.0,Li-Ion,3905.0,1,4K
IPS,5.65,1080.0,2160.0,android 10,microsdxc,67108864.0,4194304.0,Li-Ion,3040.0,1,4K
IPS,5.65,1080.0,2160.0,android 9,microsdxc,67108864.0,4194304.0,Li-Ion,3040.0,1,4K
TFT,2.4,240.0,240.0,Microsoft Windows Mobile 5.0 Phone Edition,sd,131072.0,65536.0,Li-Ion,1500.0,1,Yes
TFT,2.4,240.0,240.0,Microsoft Windows Mobile 5.0 Phone Edition,sd,131072.0,65536.0,Li-Ion,1500.0,0,
TFT,3.2,320.0,480.0,android 2,microsdhc,4194304.0,524288.0,Li-Ion,1500.0,1,320
TFT,3.5,320.0,480.0,android 2,microsdhc,4194304.0,262144.0,Li-Ion,1150.0,1,480
TFT,3.5,480.0,800.0,Microsoft Windows Mobile 6.5.3 Professional,microsdhc,4194304.0,524288.0,Li-Ion,1500.0,1,480
TFT,3.55,272.0,480.0,Linux,microsdhc,4194304.0,131072.0,Li-Ion,1100.0,1,No
TFT,2.8,480.0,640.0,"Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",no,8388608.0,,Li-Ion,920.0,1,320
TFT,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1300.0,1,Yes
IPS,5.0,480.0,854.0,android 4,microsdhc,8388608.0,524288.0,Li-Ion,2100.0,1,Yes
IPS,4.5,480.0,854.0,android 4,microsdhc,8388608.0,524288.0,Li-Ion,1600.0,1,Yes
IPS,5.0,720.0,1280.0,android 5,microsdhc,8388608.0,1048576.0,Li-Ion,2000.0,1,Yes
IPS,5.0,1080.0,1920.0,android 4,microsdxc,33554432.0,2097152.0,Li-Ion,2300.0,1,Yes
IPS,5.0,540.0,960.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,3000.0,1,Yes
IPS,5.0,480.0,854.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,2000.0,1,Yes
IPS,5.0,540.0,960.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,1800.0,1,Yes
IPS,5.0,720.0,1280.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,1900.0,1,Yes
IPS,5.0,1080.0,1920.0,android 4,microsdxc,8388608.0,2097152.0,Li-Ion,2200.0,1,Yes
IPS,5.0,1080.0,1920.0,android 4,no,33554432.0,2097152.0,Li-Ion,3000.0,1,Yes
TFT,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1300.0,1,Yes
IPS,5.0,480.0,854.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,2000.0,1,Yes
IPS,5.0,720.0,1280.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,2000.0,1,Yes
IPS,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1400.0,1,Yes
IPS,6.0,720.0,1280.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,3000.0,1,Yes
IPS,4.5,480.0,854.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,1800.0,1,Yes
IPS,5.0,1080.0,1920.0,android 4,no,33554432.0,2097152.0,Li-Ion,2500.0,1,Yes
TFT,5.0,480.0,854.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,2000.0,1,Yes
IPS,4.0,480.0,800.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,1400.0,1,Yes
TFT,4.5,480.0,854.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,2000.0,1,Yes
TFT,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1500.0,1,Yes
IPS,4.5,540.0,960.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,1700.0,1,Yes
IPS,5.0,720.0,1280.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,2000.0,1,1080
IPS,5.0,720.0,1280.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,1900.0,1,Yes
IPS,4.5,540.0,960.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,1700.0,1,480
IPS,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1500.0,1,720
IPS,4.3,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1500.0,1,Yes
TFT,4.3,480.0,854.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1550.0,1,Yes
TFT,4.3,480.0,800.0,android 2,microsdhc,1048576.0,524288.0,Li-Ion,1500.0,1,Yes
TFT,3.5,320.0,480.0,android 2,microsdhc,524288.0,524288.0,Li-Ion,1500.0,1,Yes
TFT,3.5,320.0,480.0,android 4,microsdhc,1048576.0,524288.0,Li-Ion,1500.0,1,Yes
TFT,2.4,240.0,320.0,,microsdhc,131072.0,65536.0,Li-Ion,900.0,1,Yes
TFT,3.2,320.0,480.0,android 2,microsdhc,524288.0,262144.0,Li-Po,1260.0,1,Yes
TFT,3.2,240.0,400.0,android 2,microsdhc,524288.0,262144.0,Li-Ion,1260.0,1,Yes
TFT,3.5,320.0,480.0,android 2,microsdhc,524288.0,262144.0,Li-Ion,1260.0,1,Yes
TFT,3.2,240.0,400.0,Microsoft Windows Mobile 6.5 Professional,microsdhc,262144.0,131072.0,Li-Po,1320.0,1,480
TFT,3.2,320.0,480.0,android 1,microsdhc,262144.0,,Li-Po,1230.0,1,Yes
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.1 Professional,microsd,262144.0,131072.0,Li-Po,1300.0,1,Yes
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.1 Professional,microsd,262144.0,131072.0,Li-Po,1300.0,1,Yes
TFT,3.1,480.0,800.0,Microsoft Windows Mobile 6.1/6.5 Professional,microsdhc,524288.0,294912.0,Li-Po,1010.0,1,Yes
TFT,2.8,480.0,640.0,Microsoft Windows Mobile 6.1 Professional,microsd,262144.0,131072.0,Li-Po,1300.0,1,Yes
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,microsd,262144.0,65536.0,Li-Po,1300.0,1,Yes
TFT,2.6,480.0,640.0,Microsoft Windows Mobile 6.0 Professional,microsd,262144.0,65536.0,Li-Ion,1300.0,1,Yes
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,microsd,262144.0,65536.0,Li-Po,1300.0,1,Yes
TFT,2.8,240.0,320.0,android 1,microsdhc,524288.0,262144.0,Li-Ion,1500.0,1,Yes
TFT,2.6,480.0,640.0,Microsoft Windows Mobile 6.0 Professional,minisd,262144.0,65536.0,Li-Ion,1300.0,1,Yes
TFT,2.5,320.0,240.0,Microsoft Windows Mobile 6 Professional,microsd,262144.0,98304.0,Li-Ion,,1,Yes
TFT,2.6,480.0,640.0,Microsoft Windows Mobile 6 Professional,microsd,262144.0,156672.0,Li-Ion,1300.0,1,320
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),minisd,262144.0,65536.0,Li-Ion,920.0,1,Yes
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU3.3),minisd,262144.0,65536.0,Li-Ion,920.0,1,Yes
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),minisd,65536.0,65536.0,Li-Ion,840.0,1,Yes
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),minisd,65536.0,65536.0,Li-Ion,920.0,1,Yes
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),minisd,131072.0,65536.0,Li-Ion,920.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,65536.0,,Li-Ion,1050.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,700.0,1,Yes
IPS,6.26,720.0,1600.0,HarmonyOS,unspecified,33554432.0,4194304.0,Li-Ion,3500.0,1,1080
IPS,6.52,720.0,1600.0,android 11,microsdxc,33554432.0,2097152.0,Li-Po,5000.0,1,Other
TFT,1.3,240.0,240.0,proprietary,no,,,Li-Ion,130.0,0,
IPS,6.67,1080.0,2400.0,android 11,microsdxc,134217728.0,8388608.0,Li-Po,5100.0,1,1080
IPS,6.53,720.0,1600.0,android,microsdxc,268435456.0,8388608.0,Li-Po,5000.0,1,1080
IPS,6.82,720.0,1640.0,android 11,microsdxc,67108864.0,3145728.0,Li-Po,6000.0,1,1080
IPS,6.52,720.0,1560.0,android 10,microsdxc,33554432.0,3145728.0,Li-Po,6000.0,1,1080
IPS,6.53,720.0,1560.0,android,microsdxc,268435456.0,8388608.0,Li-Po,4000.0,1,1080
IPS,6.1,720.0,1600.0,android 10,microsdxc,16777216.0,2097152.0,Li-Ion,3200.0,1,1080
IPS,6.55,720.0,1600.0,android 10,microsdxc,134217728.0,6291456.0,Li-Po,5100.0,1,1080
IPS,6.52,720.0,1600.0,android 10,microsdxc,33554432.0,3145728.0,Li-Po,4000.0,1,1080
IPS,6.52,720.0,1600.0,android 10,microsdxc,67108864.0,4194304.0,Li-Po,4000.0,1,1080
IPS,6.0,720.0,1440.0,android,microsdxc,134217728.0,8388608.0,Li-Po,10000.0,1,1080
IPS,6.1,720.0,1560.0,android 10,microsdxc,33554432.0,2097152.0,Li-Po,5000.0,1,1080
IPS,6.53,720.0,1600.0,android 9,microsdxc,134217728.0,8388608.0,Li-Po,4000.0,1,1080
IPS,6.2,720.0,1560.0,android 7,microsdxc,134217728.0,8388608.0,Li-Po,4350.0,1,1080
IPS,5.45,720.0,1440.0,android 7,microsdxc,16777216.0,2097152.0,Li-Ion,2670.0,1,720
OLED,6.01,1080.0,2160.0,android 7,microsdxc,67108864.0,6291456.0,Li-Po,3600.0,1,1080
IPS,5.99,1080.0,2160.0,android 7,microsdxc,67108864.0,4194304.0,Li-Po,3410.0,1,1080
IPS,5.7,720.0,1440.0,android 7,microsdxc,33554432.0,4194304.0,Li-Ion,3030.0,1,1080
OLED,6.43,1080.0,2160.0,android 7,microsdxc,134217728.0,6291456.0,Li-Po,5000.0,1,1080
IPS,6.0,720.0,1440.0,android 7,microsdxc,67108864.0,4194304.0,Li-Po,5000.0,1,1080
OLED,6.01,1080.0,2160.0,android 7,microsdxc,67108864.0,6291456.0,Li-Po,4000.0,1,1080
IPS,5.2,720.0,1280.0,android 7,microsdxc,16777216.0,3145728.0,Li-Ion,4000.0,1,1080
IPS,5.0,720.0,1280.0,android 7,microsdxc,16777216.0,2097152.0,Li-Ion,3000.0,1,1080
IPS,5.5,720.0,1280.0,android 6,microsdxc,33554432.0,3145728.0,Li-Ion,3150.0,1,1080
IPS,5.3,720.0,1280.0,android 7,microsdxc,33554432.0,3145728.0,Li-Ion,4000.0,1,1080
IPS,5.5,1080.0,1920.0,android 7,microsdxc,67108864.0,4194304.0,Li-Po,3450.0,1,1080
IPS,5.5,1080.0,1920.0,android 7,microsdxc,67108864.0,4194304.0,Li-Po,3700.0,1,1080
IPS,5.2,720.0,1280.0,android 7,microsdxc,33554432.0,4194304.0,Li-Po,3100.0,1,1080
OLED,6.0,1080.0,1920.0,android 6,microsdxc,268435456.0,67108864.0,Li-Po,6020.0,1,1080
IPS,6.0,1080.0,1920.0,android 7,microsdxc,67108864.0,4194304.0,Li-Ion,4550.0,1,1080
IPS,5.5,1080.0,1920.0,android 7,microsdxc,67108864.0,4194304.0,Li-Ion,4010.0,1,1080
IPS,5.3,720.0,1280.0,android 6,microsdxc,33554432.0,4194304.0,Li-Po,4000.0,1,1080
OLED,5.7,1440.0,2560.0,android 6,no,134217728.0,6291456.0,Li-Po,7000.0,1,4K
IPS,5.0,720.0,1280.0,android 6,microsdxc,33554432.0,3145728.0,Li-Po,4000.0,1,1080
IPS,5.5,1080.0,1920.0,android 6,microsdxc,67108864.0,4194304.0,Li-Ion,3000.0,1,1080
IPS,5.0,720.0,1280.0,android 6,microsdxc,16777216.0,2097152.0,Li-Ion,2300.0,1,1080
IPS,5.5,720.0,1280.0,android 6,microsdxc,33554432.0,3145728.0,Li-Ion,3100.0,1,1080
IPS,5.0,720.0,1280.0,android 6,no,16777216.0,3145728.0,Li-Po,2400.0,1,1080
IPS,5.5,1080.0,1920.0,android 6,microsdxc,33554432.0,3145728.0,Li-Po,3150.0,1,1080
OLED,6.0,1080.0,1920.0,android 6,microsdxc,134217728.0,4194304.0,Li-Po,6020.0,1,1080
OLED,5.5,1080.0,1920.0,android 6,microsdxc,134217728.0,4194304.0,Li-Po,5000.0,1,1080
IPS,5.5,1080.0,1920.0,android 6,microsdxc,67108864.0,4194304.0,Li-Po,3130.0,1,1080
IPS,4.5,480.0,854.0,android 5,microsdhc,8388608.0,1048576.0,Li-Ion,1800.0,1,Yes
IPS,4.2,720.0,1280.0,android 5,microsdxc,67108864.0,4194304.0,Li-Ion,2530.0,1,1080
OLED,5.5,1080.0,1920.0,android 6,microsdxc,67108864.0,4194304.0,Li-Ion,3000.0,1,1080
IPS,5.0,720.0,1280.0,android 5,microsdxc,16777216.0,2097152.0,Li-Po,4000.0,1,Yes
TFT,5.5,720.0,1280.0,android 5,microsdxc,16777216.0,3145728.0,Li-Po,5000.0,1,1080
OLED,6.0,1080.0,1920.0,android 5,microsdxc,67108864.0,3145728.0,Li-Po,5020.0,1,1080
IPS,5.0,720.0,1280.0,android 5,microsdxc,33554432.0,3145728.0,Li-Po,4000.0,1,1080
IPS,5.0,720.0,1280.0,android 5,microsdhc,16777216.0,1048576.0,Li-Ion,2000.0,1,1080
OLED,5.5,720.0,1280.0,android 5,microsdxc,33554432.0,3145728.0,Li-Ion,3150.0,1,1080
OLED,5.5,720.0,1280.0,android 5,microsdxc,16777216.0,3145728.0,Li-Ion,3150.0,1,1080
IPS,5.0,720.0,1280.0,android 5,microsdhc,16777216.0,2097152.0,Li-Ion,2400.0,1,720
OLED,6.0,1440.0,2560.0,android 5,microsdxc,67108864.0,3145728.0,Li-Po,3500.0,1,4K
OLED,5.0,720.0,1280.0,android 5,microsdxc,16777216.0,2097152.0,Li-Ion,2400.0,1,1080
OLED,5.0,720.0,1280.0,android 5,microsdhc,16777216.0,2097152.0,Li-Ion,5000.0,1,1080
OLED,5.5,720.0,1280.0,android 5,microsdxc,33554432.0,3145728.0,Li-Po,6020.0,1,1080
TFT,4.5,480.0,854.0,android 4,microsdhc,8388608.0,1048576.0,Li-Po,1800.0,1,720
OLED,5.2,1080.0,1920.0,android 5,no,16777216.0,2097152.0,Li-Ion,2700.0,1,1080
IPS,4.5,480.0,800.0,android 5,microsdhc,16777216.0,1048576.0,Li-Ion,2000.0,1,720
IPS,4.0,480.0,800.0,android 5,microsdhc,16777216.0,1048576.0,Li-Ion,3000.0,1,720
TFT,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1600.0,1,720
TFT,2.6,240.0,320.0,,microsdhc,131072.0,65536.0,Li-Ion,700.0,1,Yes
TFT,2.6,240.0,320.0,,microsdhc,16384.0,8192.0,Li-Ion,3000.0,1,Yes
TFT,2.6,240.0,320.0,,microsdhc,16384.0,8192.0,Li-Ion,1700.0,1,Yes
IPS,5.0,720.0,1280.0,android 4,microsdxc,8388608.0,1048576.0,Li-Ion,5000.0,1,720
OLED,4.8,720.0,1280.0,android 4,no,16777216.0,1048576.0,Li-Ion,2050.0,1,1080
TFT,5.0,480.0,854.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,1950.0,1,1080
IPS,4.7,720.0,1280.0,android 5,microsdxc,16777216.0,1048576.0,Li-Po,2300.0,1,1080
TFT,4.5,480.0,854.0,android 4,microsdhc,8388608.0,1048576.0,Li-Po,1800.0,1,Yes
IPS,5.0,720.0,1280.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,1950.0,1,720
IPS,4.7,540.0,960.0,android 4,microsdhc,8388608.0,1048576.0,Li-Po,1800.0,1,Yes
OLED,5.0,1080.0,1920.0,android 4,no,16777216.0,2097152.0,Li-Ion,2300.0,1,1080
IPS,4.7,720.0,1280.0,android 4,no,16777216.0,,Li-Ion,2200.0,1,1080
IPS,5.5,1080.0,1920.0,android 4,no,33554432.0,3145728.0,Li-Po,2500.0,1,Yes
IPS,5.0,1080.0,1920.0,android 4,no,33554432.0,2097152.0,Li-Ion,2000.0,1,1080
OLED,4.8,720.0,1280.0,android 4,no,16777216.0,1048576.0,Li-Ion,2000.0,1,1080
IPS,4.7,720.0,1280.0,android 4,microsdhc,16777216.0,1048576.0,Li-Ion,1800.0,1,1080
TFT,5.0,480.0,854.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,4200.0,1,720
IPS,5.5,720.0,1280.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,2400.0,1,720
IPS,5.7,720.0,1280.0,android 4,no,16777216.0,1048576.0,Li-Ion,3200.0,1,1080
TFT,5.5,480.0,854.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,2250.0,1,720
IPS,5.3,540.0,960.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,3000.0,1,1080
TFT,5.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,2100.0,1,720
TFT,4.3,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1700.0,1,720
TFT,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1700.0,1,720
TFT,3.5,320.0,480.0,android 2,microsdhc,524288.0,262144.0,Li-Ion,1500.0,1,Yes
TFT,3.95,320.0,480.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1700.0,1,Yes
IPS,3.5,320.0,480.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1500.0,1,Yes
IPS,4.3,480.0,800.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1800.0,1,Yes
IPS,4.5,480.0,854.0,android 4,microsdhc,8388608.0,1048576.0,Li-Ion,1800.0,1,720
TFT,4.5,480.0,854.0,android 4,microsdhc,4194304.0,524288.0,Li-Ion,1800.0,1,Yes
OLED,4.65,720.0,1280.0,android 4,microsdhc,4194304.0,1048576.0,Li-Ion,2100.0,1,1080
OLED,6.7,1344.0,2992.0,android 14,no,536870912.0,134217728.0,Li-Ion,5050.0,1,4K
OLED,6.2,1080.0,2400.0,android 14,no,268435456.0,8388608.0,Li-Ion,4575.0,1,4K
OLED,1.2,450.0,450.0,android ,no,33554432.0,2097152.0,Li-Ion,306.0,0,
OLED,7.6,1840.0,2208.0,android 13,no,536870912.0,12582912.0,Li-Po,4821.0,1,4K
IPS,10.95,1600.0,2560.0,android 13,no,268435456.0,8388608.0,Li-Po,7020.0,1,1080
OLED,6.1,1080.0,2400.0,android 13,no,134217728.0,8388608.0,Li-Po,4385.0,1,4K
OLED,6.7,1440.0,3120.0,android 13,no,536870912.0,134217728.0,Li-Ion,5000.0,1,4K
OLED,6.3,1080.0,2400.0,android 13,no,268435456.0,8388608.0,Li-Ion,4355.0,1,4K
OLED,1.2,450.0,450.0,android ,no,33554432.0,2097152.0,Li-Ion,294.0,0,
OLED,6.1,1080.0,2400.0,android 12,no,134217728.0,6291456.0,Li-Po,4410.0,1,4K
OLED,6.7,1440.0,3120.0,android 12,no,536870912.0,134217728.0,Li-Ion,5003.0,1,4K
OLED,6.4,1080.0,2400.0,android 12,no,268435456.0,8388608.0,Li-Ion,4614.0,1,4K
OLED,6.34,1080.0,2400.0,android 11,no,134217728.0,6291456.0,Li-Po,4680.0,1,4K
OLED,6.0,1080.0,2340.0,android 11,no,134217728.0,8388608.0,Li-Po,4080.0,1,4K
OLED,6.2,1080.0,2340.0,android 11,no,134217728.0,6291456.0,Li-Po,3885.0,1,4K
OLED,5.81,1080.0,2340.0,android 10,no,134217728.0,6291456.0,Li-Po,3140.0,1,4K
OLED,6.3,1440.0,3040.0,android 10,no,134217728.0,6291456.0,Li-Po,3700.0,1,4K
OLED,5.7,1080.0,2280.0,android 10,no,134217728.0,6291456.0,Li-Po,2800.0,1,4K
OLED,6.0,1080.0,2160.0,android 9,no,67108864.0,4194304.0,Li-Po,3700.0,1,4K
OLED,5.6,1080.0,2220.0,android 9,no,67108864.0,4194304.0,Li-Po,3000.0,1,4K
OLED,6.3,1440.0,2960.0,android 9,no,134217728.0,4194304.0,Li-Po,3430.0,1,4K
OLED,5.5,1080.0,2160.0,android 9,no,134217728.0,4194304.0,Li-Po,2915.0,1,4K
OLED,5.0,1080.0,1920.0,android 8,no,134217728.0,4194304.0,Li-Ion,2700.0,1,4K
OLED,6.0,1440.0,2880.0,android 8,no,134217728.0,4194304.0,Li-Ion,3520.0,1,4K
OLED,5.5,1440.0,2560.0,android 7,no,134217728.0,33554432.0,Li-Ion,3450.0,1,4K
OLED,5.0,1080.0,1920.0,android 7,no,134217728.0,33554432.0,Li-Ion,2770.0,1,4K
IPS,10.2,2560.0,1800.0,android 6,no,67108864.0,3145728.0,Li-Po,9240.0,1,1080
TFT,1.77,128.0,160.0,,microsdhc,32768.0,32768.0,Li-Ion,,1,Yes
IPS,5.7,720.0,1440.0,android 7,microsdxc,16777216.0,2097152.0,Li-Ion,3300.0,1,1080
IPS,5.0,720.0,1280.0,android 7,microsdxc,16777216.0,1048576.0,Li-Ion,2500.0,1,720
IPS,5.99,1080.0,2160.0,android 7,microsdxc,33554432.0,3145728.0,Li-Ion,4000.0,1,1080
IPS,5.7,720.0,1440.0,android 7,microsdxc,33554432.0,3145728.0,Li-Ion,3300.0,1,1080
IPS,5.5,1080.0,1920.0,android 7,microsdxc,33554432.0,3145728.0,Li-Ion,3000.0,1,1080
IPS,5.0,720.0,1280.0,android 7,microsdhc,16777216.0,1048576.0,Li-Ion,2200.0,1,720
IPS,5.0,480.0,854.0,android 7,microsdhc,8388608.0,1048576.0,Li-Ion,2000.0,1,720
TFT,3.0,240.0,400.0,Microsoft Windows Mobile 6.5 Professional,microsd,,,Li-Ion,1100.0,1,No
TFT,2.4,240.0,320.0,,microsd,,,Li-Ion,900.0,1,No
TFT,2.4,240.0,320.0,,microsd,,,Li-Ion,1200.0,1,No
TFT,2.0,,,,microsd,,,Li-Ion,1000.0,1,No
TFT,2.6,240.0,400.0,,microsd,,,Li-Ion,1000.0,1,No
TFT,2.4,240.0,320.0,,microsd,,,Li-Ion,1000.0,1,No
TFT,2.4,240.0,320.0,,microsd,,,Li-Ion,1250.0,1,No
TFT,2.2,144.0,176.0,,microsd,,,Li-Ion,2000.0,1,No
TFT,1.8,,,,microsd,,,Li-Ion,1000.0,1,No
TFT,1.8,,,,microsd,,,Li-Ion,1000.0,0,
TFT,1.8,,,,microsd,,,Li-Ion,1000.0,0,
CSTN,1.44,,,,no,,,Li-Ion,650.0,0,
CSTN,1.5,128.0,128.0,,no,,,Li-Ion,650.0,0,
CSTN,1.3,,,,no,,,Li-Ion,650.0,0,
TFT,1.66,128.0,160.0,,no,131072.0,,Li-Ion,560.0,1,Yes
OLED,1.1,96.0,96.0,,microsd,131072.0,,Li-Ion,730.0,0,
TFT,,,,,no,,,Li-Ion,600.0,1,No
TFT,2.2,240.0,320.0,,microsd,,,Li-Ion,980.0,1,Yes
CSTN,1.8,128.0,160.0,,no,,,Li-Ion,600.0,0,
CSTN,1.8,128.0,160.0,,no,,,Li-Ion,,0,
CSTN,1.8,128.0,160.0,,no,,,Li-Ion,600.0,0,
CSTN,1.8,128.0,160.0,,no,,,Li-Ion,560.0,0,
TFT,2.0,176.0,220.0,,minisd,,,Li-Ion,630.0,1,Yes
TFT,1.8,128.0,160.0,,minisd,,,Li-Ion,650.0,1,Yes
TFT,2.4,176.0,220.0,,minisd,,,Li-Ion,720.0,1,Yes
TFT,2.0,176.0,220.0,,microsd,,,Li-Ion,720.0,1,Yes
TFT,,320.0,240.0,Linux,mmc,61440.0,,Li-Ion,900.0,1,Yes
Color,,128.0,160.0,,no,4096.0,,Li-Ion,600.0,1,No
Color,,128.0,160.0,,no,4096.0,,Li-Ion,550.0,1,No
TFT,,128.0,160.0,,no,,,Li-Ion,600.0,1,No
TFT,,128.0,160.0,,no,,,Li-Ion,480.0,0,
TFT,,64.0,128.0,,no,3072.0,,Li-Ion,600.0,1,No
TFT,,128.0,160.0,,no,,,Li-Ion,620.0,1,No
TFT,,128.0,160.0,,no,,,Li-Ion,600.0,1,Yes
TFT,,128.0,160.0,,no,,,Li-Ion,600.0,1,No
TFT,,128.0,160.0,,no,,,Li-Ion,680.0,1,No
Monochrome,,64.0,102.0,,no,,,Li-Ion,580.0,0,
TFT,,128.0,160.0,,no,,,Li-Ion,600.0,1,No
Color,,128.0,160.0,,no,4096.0,,Li-Ion,900.0,1,Yes
Color,,128.0,128.0,,no,2048.0,,Li-Ion,720.0,1,No
Color,,128.0,128.0,,no,1536.0,,Li-Ion,720.0,1,No
Color,,128.0,128.0,,no,2048.0,,Li-Ion,600.0,1,No
Color,,101.0,80.0,,no,,,Li-Ion,720.0,0,
Unknown,,,,,no,,,Li-Ion,720.0,0,
Color,,128.0,160.0,,no,,,Li-Ion,720.0,1,No
Monochrome,,64.0,102.0,,no,,,Li-Ion,520.0,0,
Color,,128.0,128.0,,no,,,Li-Ion,600.0,0,
Color,,128.0,128.0,,no,,,Li-Ion,600.0,0,
Color,,128.0,128.0,,no,,,Li-Ion,530.0,0,
Color,,128.0,128.0,,no,32768.0,,Li-Ion,600.0,0,
Monochrome,,64.0,112.0,,no,,,Li-Ion,600.0,0,
TFT,6.56,720.0,1612.0,android 13,microsdxc,67108864.0,4194304.0,Li-Po,5200.0,1,1080
OLED,6.78,1220.0,2652.0,android 13,no,268435456.0,12582912.0,Li-Po,5800.0,1,4K
TFT,6.8,1080.0,2412.0,android 13,no,268435456.0,12582912.0,Li-Po,6000.0,1,1080
OLED,7.92,2156.0,2344.0,android 13,no,536870912.0,16777216.0,Li-Po,5000.0,1,4K
OLED,1.5,464.0,464.0,MagicOS 7.2,no,,,Li-Po,480.0,0,
TFT,6.8,1080.0,2412.0,android 13,no,268435456.0,12582912.0,Li-Po,6000.0,1,1080
OLED,7.71,2016.0,2348.0,android 13,no,536870912.0,16777216.0,Li-Po,4500.0,1,4K
IPS,6.81,1080.0,2388.0,android 13,no,536870912.0,12582912.0,Li-Po,4800.0,1,4K
TFT,6.56,720.0,1612.0,android 13,microsdxc,134217728.0,4194304.0,Li-Po,5200.0,1,1080
