DISPLAY_Type,DISPLAY_Size,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram
TFT,,176.0,220.0,,no,2048.0,
TFT,,176.0,220.0,,no,32768.0,
CSTN,1.8,128.0,160.0,,no,3686.4,
CSTN,,128.0,128.0,,no,2560.0,
TFT,1.9,176.0,220.0,,no,25600.0,
TFT,2.0,240.0,320.0,,microsd,20480.0,
TFT,1.9,176.0,220.0,,no,26624.0,
Color,1.9,176.0,220.0,,no,22528.0,
CSTN,,128.0,160.0,,no,1331.2,
TFT,,240.0,320.0,,minisd,,
TFT,,128.0,160.0,,no,,
CSTN,,128.0,128.0,,no,30720.0,
TFT,,120.0,160.0,,no,2764.8,
STN,,128.0,128.0,,no,3072.0,
TFT,,176.0,220.0,,no,26624.0,
TFT,,176.0,220.0,,no,,
TFT,,176.0,220.0,,no,2048.0,
TFT,,176.0,220.0,,no,2048.0,
TFT,1.9,176.0,220.0,,no,26624.0,
TFT,2.2,240.0,320.0,,minisd,32768.0,
TFT,,176.0,220.0,,no,,
TFT,,240.0,320.0,,minisd,,
TFT,,176.0,220.0,,no,,
CSTN,,128.0,160.0,,no,2048.0,
CSTN,1.8,128.0,160.0,,no,,
STN,,128.0,160.0,,no,2355.2,
CSTN,,128.0,160.0,,no,2048.0,
CSTN,,128.0,160.0,,no,2048.0,
TFT,,128.0,160.0,,no,2048.0,
TFT,2.0,176.0,220.0,,no,,
TFT,,176.0,220.0,,no,2048.0,
TFT,,176.0,220.0,,no,,
TFT,2.2,176.0,220.0,,memory stick duo,19456.0,
TFT,2.2,240.0,320.0,,no,32768.0,
Color,2.2,240.0,320.0,,no,4096.0,
TFT,,128.0,160.0,,no,,
TFT,,220.0,176.0,,memory stick duo,19456.0,
TFT,,128.0,160.0,,no,,
TFT,1.8,120.0,160.0,,no,2048.0,
TFT,2.2,320.0,240.0,,no,,
TFT,2.2,320.0,240.0,,no,4096.0,
TFT,1.8,128.0,160.0,,no,2048.0,
TFT,1.8,128.0,160.0,,no,,
TFT,,176.0,240.0,,no,,
TFT,2.2,176.0,240.0,,memory stick duo,19456.0,
TFT,2.2,176.0,240.0,,memory stick duo,19456.0,
TFT,,132.0,160.0,,no,65536.0,
TFT,,162.0,132.0,,no,65536.0,
TFT,,132.0,160.0,,no,32768.0,
TFT,,162.0,216.0,,no,2048.0,
TFT,,162.0,216.0,,no,1024.0,
TFT,,128.0,160.0,,no,,
TFT,,162.0,216.0,,no,,
CSTN,,120.0,160.0,,no,,
CSTN,,120.0,160.0,,no,,
CSTN,,120.0,160.0,,no,,
CSTN,,120.0,160.0,,no,,
Monochrome,,120.0,160.0,,no,,
Monochrome,,97.0,59.0,,no,,
Alphanumeric,,97.0,59.0,,no,,
Alphanumeric,,97.0,59.0,,no,,
Alphanumeric,,4.0,12.0,,no,,
Alphanumeric,,4.0,12.0,,no,,
Alphanumeric,,4.0,12.0,,no,,
TFT,2.0,176.0,220.0,,minisd,,
TFT,2.2,176.0,220.0,Microsoft Windows CE.NET,sd,,
TFT,2.2,176.0,220.0,Microsoft Windows CE.NET,mmc,16384.0,
IPS,5.5,720.0,1280.0,android 4,microsdxc,4194304.0,524288.0
Color,3.5,320.0,480.0,android 4,microsdxc,4194304.0,524288.0
TFT,4.0,480.0,800.0,android 4,microsdxc,4194304.0,524288.0
TFT,5.0,480.0,854.0,android 4,microsdxc,4194304.0,524288.0
IPS,5.0,720.0,1280.0,android 4,microsdxc,4194304.0,1048576.0
TFT,1.8,128.0,160.0,,microsdhc,32768.0,32768.0
TFT,2.2,220.0,176.0,,microsdhc,65536.0,32768.0
TFT,2.0,144.0,176.0,,microsdhc,32768.0,32768.0
TFT,5.0,480.0,854.0,android 4,microsdxc,4194304.0,524288.0
TFT,4.0,480.0,800.0,android 4,microsdxc,4194304.0,524288.0
TFT,3.5,320.0,480.0,android 4,microsdxc,2097152.0,262144.0
TFT,1.8,128.0,160.0,,microsdhc,32768.0,32768.0
TFT,4.5,480.0,854.0,android 4,microsdhc,524288.0,262144.0
TFT,4.0,480.0,800.0,android 4,microsdhc,524288.0,262144.0
TFT,3.5,320.0,480.0,android 4,microsdhc,524288.0,262144.0
TFT,1.8,128.0,160.0,,microsdhc,32768.0,32768.0
TFT,3.5,320.0,480.0,android 2,microsdhc,524288.0,262144.0
TFT,1.8,160.0,128.0,,microsdhc,32768.0,16384.0
TFT,2.0,176.0,220.0,,microsdhc,32768.0,32768.0
TFT,3.5,320.0,480.0,android 4,microsdhc,524288.0,262144.0
TFT,4.0,480.0,800.0,android 2,microsdhc,524288.0,524288.0
TFT,2.0,220.0,176.0,,microsdhc,131072.0,32768.0
TFT,1.8,128.0,160.0,,microsd,65536.0,
TFT,2.0,128.0,160.0,,microsd,65536.0,32768.0
TFT,1.8,128.0,160.0,,microsd,32768.0,3072.0
TFT,2.0,176.0,220.0,,microsdhc,65536.0,
TFT,2.2,240.0,320.0,,microsdhc,65536.0,
TFT,2.0,220.0,176.0,,microsdhc,131072.0,32768.0
TFT,2.3,480.0,320.0,android 2,microsdhc,262144.0,131072.0
TFT,2.8,320.0,480.0,android 2,microsdhc,262144.0,131072.0
IPS,6.3,720.0,1560.0,android 13,microsdxc,33554432.0,3145728.0
IPS,6.56,720.0,1612.0,android 13,microsdxc,134217728.0,4194304.0
TFT,2.4,240.0,320.0,,microsdhc,4096.0,
TFT,2.4,240.0,320.0,,microsdhc,4096.0,
IPS,6.56,720.0,1612.0,android 13,microsdxc,134217728.0,6291456.0
IPS,6.52,720.0,1600.0,android 12,microsdxc,33554432.0,3145728.0
IPS,6.3,720.0,1560.0,android 12,microsdxc,33554432.0,3145728.0
TFT,1.8,120.0,160.0,,microsdhc,,
TFT,1.8,120.0,160.0,,microsdhc,,
IPS,1.8,120.0,160.0,,microsdhc,,
TFT,1.8,120.0,160.0,,microsdhc,,
IPS,1.8,120.0,160.0,,microsdhc,,
TFT,1.8,120.0,160.0,,no,,
IPS,6.49,1080.0,2400.0,android 12,unspecified,134217728.0,6291456.0
IPS,6.3,720.0,1520.0,android 12,microsdxc,33554432.0,2097152.0
IPS,6.3,720.0,1600.0,android 12,unspecified,67108864.0,4194304.0
IPS,6.5,720.0,1600.0,android 13,microsdxc,134217728.0,4194304.0
IPS,6.5,720.0,1600.0,android 13,microsdxc,67108864.0,3145728.0
IPS,6.5,720.0,1600.0,android 12,microsdxc,134217728.0,4194304.0
IPS,5.45,720.0,1440.0,android 12,microsdxc,33554432.0,2097152.0
IPS,6.3,720.0,1600.0,android 12,unspecified,67108864.0,3145728.0
TFT,2.7,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
OLED,6.43,1080.0,2400.0,android 12,no,268435456.0,8388608.0
IPS,6.52,720.0,1600.0,android 12,microsdxc,134217728.0,33554432.0
IPS,6.58,1080.0,2408.0,android 12,microsdxc,134217728.0,6291456.0
IPS,6.75,720.0,1600.0,android 12,microsdxc,134217728.0,33554432.0
IPS,10.4,1200.0,2000.0,android 12,microsdxc,134217728.0,4194304.0
IPS,6.58,1080.0,2408.0,android 12,microsdxc,67108864.0,4194304.0
TFT,1.77,120.0,160.0,,microsdhc,32768.0,4096.0
TFT,2.8,240.0,320.0,,microsdhc,131072.0,49152.0
TFT,2.4,240.0,320.0,,microsdhc,131072.0,49152.0
TFT,2.8,240.0,320.0,kaios,no,4194304.0,524288.0
TFT,2.8,240.0,320.0,,microsdhc,131072.0,49152.0
IPS,8.0,800.0,1280.0,android 12,microsdxc,67108864.0,4194304.0
IPS,6.52,720.0,1600.0,android 12,microsdxc,67108864.0,4194304.0
IPS,6.09,720.0,1560.0,android 12,microsdxc,33554432.0,3145728.0
IPS,5.45,720.0,1440.0,android 12,microsdxc,33554432.0,3145728.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,67108864.0,4194304.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,67108864.0,3145728.0
TFT,1.77,120.0,160.0,,microsdhc,4096.0,4096.0
TFT,1.77,120.0,160.0,,no,4096.0,4096.0
IPS,5.7,480.0,960.0,android 11,microsdxc,33554432.0,2097152.0
IPS,6.5,720.0,1600.0,android 11,microsdxc,67108864.0,4194304.0
IPS,6.5,720.0,1600.0,android 11,microsdxc,134217728.0,6291456.0
IPS,6.67,1080.0,2400.0,android 11,microsdxc,134217728.0,6291456.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,67108864.0,4194304.0
IPS,10.4,1200.0,2000.0,android 11,microsdxc,67108864.0,4194304.0
IPS,6.82,720.0,1560.0,android 11,microsdxc,134217728.0,6291456.0
IPS,6.67,1080.0,2400.0,android 11,microsdxc,134217728.0,6291456.0
IPS,6.82,720.0,1600.0,android 11,microsdxc,67108864.0,4194304.0
TFT,2.8,240.0,320.0,,microsdhc,16384.0,8192.0
TFT,5.45,720.0,1440.0,android 11,microsdxc,16777216.0,1048576.0
TFT,1.8,120.0,160.0,,microsdhc,131072.0,49152.0
TFT,1.8,120.0,160.0,,no,131072.0,49152.0
IPS,6.5,720.0,1600.0,android 11,microsdxc,33554432.0,3145728.0
IPS,5.45,720.0,1440.0,android 11,microsdxc,33554432.0,2097152.0
IPS,6.67,1080.0,2400.0,android 11,microsdxc,134217728.0,8388608.0
IPS,6.67,1080.0,2400.0,android 11,microsdxc,134217728.0,6291456.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,134217728.0,4194304.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,67108864.0,4194304.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,33554432.0,2097152.0
IPS,6.52,720.0,1600.0,android 11,microsdxc,33554432.0,2097152.0
IPS,6.52,720.0,1600.0,android 10,microsdxc,67108864.0,16777216.0
IPS,6.39,720.0,1560.0,android 10,microsdxc,134217728.0,6291456.0
IPS,5.45,720.0,1440.0,android 10,microsdxc,16777216.0,1048576.0
TFT,2.8,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
TFT,2.4,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
IPS,6.81,1080.0,2400.0,android 10,microsdxc,67108864.0,6291456.0
IPS,5.45,720.0,1440.0,android 10,microsdxc,16777216.0,2097152.0
TFT,2.4,240.0,320.0,,microsdhc,131072.0,65536.0
TFT,2.4,240.0,320.0,,microsdhc,131072.0,65536.0
IPS,6.39,720.0,1560.0,android 10,microsdxc,67108864.0,4194304.0
IPS,6.5,720.0,1600.0,android 10,microsdxc,67108864.0,3145728.0
IPS,5.99,720.0,1440.0,android 10,microsdxc,33554432.0,3145728.0
IPS,6.52,720.0,1600.0,android 10,microsdxc,67108864.0,3145728.0
IPS,5.45,720.0,1440.0,android 10,microsdxc,33554432.0,2097152.0
IPS,5.45,720.0,1440.0,android 10,microsdxc,33554432.0,2097152.0
TFT,2.4,240.0,320.0,,microsd,4096.0,
TFT,2.4,240.0,320.0,,no,4096.0,
IPS,6.81,1080.0,2400.0,android 10,microsdxc,134217728.0,8388608.0
IPS,6.55,720.0,1600.0,android 10,microsdxc,134217728.0,6291456.0
IPS,5.71,720.0,1520.0,android 10,microsdxc,16777216.0,1048576.0
TFT,2.4,240.0,320.0,,microsdhc,16384.0,8192.0
IPS,5.7,720.0,1440.0,android 9,microsdxc,16777216.0,1048576.0
IPS,5.45,480.0,960.0,android 9,microsdxc,16777216.0,1048576.0
IPS,6.2,720.0,1520.0,android 9,microsdxc,33554432.0,2097152.0
IPS,6.3,1080.0,2280.0,android 9,microsdxc,134217728.0,6291456.0
IPS,6.3,1080.0,2280.0,android 9,microsdxc,134217728.0,33554432.0
TFT,2.4,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
TFT,2.8,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
TFT,2.8,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
TFT,2.4,240.0,320.0,,microsdhc,24576.0,16384.0
TFT,1.77,120.0,160.0,,microsdhc,4096.0,
TFT,1.77,120.0,160.0,,no,4096.0,4096.0
IPS,5.45,720.0,1440.0,android 9,microsdxc,33554432.0,2097152.0
IPS,5.45,720.0,1440.0,android 9,microsdxc,33554432.0,2097152.0
IPS,5.71,720.0,1520.0,android 9,microsdxc,33554432.0,3145728.0
IPS,6.39,1080.0,2316.0,android 9,microsdxc,134217728.0,6291456.0
OLED,5.99,1440.0,2880.0,android 9,no,134217728.0,6291456.0
IPS,5.71,720.0,1520.0,android 9,microsdxc,33554432.0,3145728.0
IPS,6.26,720.0,1520.0,android 9,microsdxc,16777216.0,2097152.0
IPS,6.26,720.0,1520.0,android 9,microsdxc,67108864.0,16777216.0
IPS,5.45,480.0,960.0,android 9,microsdxc,16777216.0,3145728.0
TFT,2.4,240.0,320.0,,microsdhc,16384.0,
IPS,6.18,1080.0,2280.0,android 9,microsdxc,134217728.0,6291456.0
TFT,1.8,120.0,160.0,,no,4096.0,4096.0
IPS,6.0,720.0,1440.0,android 8,microsdxc,33554432.0,3145728.0
IPS,5.84,1080.0,2280.0,android 8,microsdxc,67108864.0,4194304.0
IPS,5.8,1080.0,2280.0,android 8,microsdxc,67108864.0,6291456.0
IPS,5.86,720.0,1520.0,android 8,microsdxc,67108864.0,6291456.0
IPS,5.5,1080.0,2160.0,android 8,microsdxc,33554432.0,3145728.0
IPS,5.2,720.0,1440.0,android 8,microsdxc,33554432.0,3145728.0
IPS,5.5,720.0,1280.0,android 8,microsdxc,8388608.0,1048576.0
TFT,2.4,240.0,320.0,kaios,microsdhc,4194304.0,524288.0
OLED,5.5,1440.0,2560.0,android 8,no,134217728.0,6291456.0
IPS,6.0,1080.0,2160.0,android 8,microsdxc,67108864.0,6291456.0
IPS,5.5,1080.0,1920.0,android 8,microsdxc,67108864.0,4194304.0
IPS,4.5,480.0,854.0,android 8,microsdxc,8388608.0,1048576.0
TFT,2.4,240.0,320.0,,microsdxc,524288.0,262144.0
IPS,5.0,720.0,1280.0,android 7,microsdxc,8388608.0,1048576.0
IPS,5.2,1080.0,1920.0,android 7,microsdxc,67108864.0,6291456.0
TFT,2.4,240.0,320.0,,microsdhc,65536.0,
IPS,5.3,1440.0,2560.0,android 7,microsdxc,134217728.0,6291456.0
TFT,1.8,120.0,160.0,,no,4096.0,4096.0
TFT,1.8,120.0,160.0,,microsdhc,8192.0,4096.0
IPS,5.0,720.0,1280.0,android 7,microsdxc,16777216.0,2097152.0
IPS,5.2,720.0,1280.0,android 7,microsdxc,16777216.0,3145728.0
IPS,5.5,1080.0,1920.0,android 7,microsdxc,67108864.0,4194304.0
TFT,2.4,240.0,320.0,,microsdhc,16384.0,
TFT,2.4,240.0,320.0,,microsdhc,,
TFT,2.4,240.0,320.0,,microsdhc,16384.0,
TFT,2.8,240.0,320.0,,microsdhc,16384.0,
TFT,2.8,240.0,320.0,,microsdhc,16384.0,
TFT,2.4,240.0,320.0,,microsdhc,16384.0,
TFT,2.4,240.0,320.0,,microsdhc,16384.0,
TFT,1.4,128.0,128.0,,no,4096.0,
TFT,1.4,128.0,128.0,,no,4096.0,
TFT,2.4,240.0,320.0,,microsdhc,8192.0,
TFT,2.4,240.0,320.0,,microsdhc,8192.0,
IPS,4.5,480.0,854.0,Microsoft Windows Phone 8.1,microsdxc,8388608.0,1048576.0
IPS,7.9,1536.0,2048.0,android 5,no,33554432.0,2097152.0
OLED,4.7,720.0,1280.0,"Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10",microsdxc,8388608.0,1048576.0
OLED,4.7,720.0,1280.0,"Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10",microsdxc,8388608.0,1048576.0
IPS,5.0,720.0,1280.0,"Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10",microsdxc,16777216.0,1048576.0
TFT,1.8,128.0,160.0,,microsdhc,4096.0,
TFT,1.8,128.0,160.0,,microsdhc,4096.0,
TFT,4.0,480.0,854.0,Microsoft Windows Phone 8.1,microsdxc,4194304.0,524288.0
TFT,4.0,480.0,854.0,Microsoft Windows Phone 8.1,microsdxc,4194304.0,524288.0
IPS,4.3,480.0,800.0,android 4,microsdhc,4194304.0,1048576.0
TFT,2.8,240.0,320.0,,microsdhc,,
TFT,2.8,240.0,320.0,,microsdhc,,
OLED,5.0,1080.0,1920.0,"Microsoft Windows Phone 8.1, upgradable to Windows 10",no,33554432.0,2097152.0
IPS,4.5,480.0,854.0,Microsoft Windows Phone 8.1,microsdxc,8388608.0,1048576.0
IPS,4.5,480.0,854.0,Microsoft Windows Phone 8.1,microsdxc,8388608.0,524288.0
IPS,4.5,480.0,854.0,Microsoft Windows Phone 8.1,microsdxc,8388608.0,524288.0
IPS,5.0,480.0,800.0,android 4,microsdhc,4194304.0,786432.0
IPS,4.0,480.0,800.0,android 4,microsdhc,4194304.0,786432.0
IPS,4.0,480.0,800.0,android 4,microsdhc,4194304.0,524288.0
TFT,2.8,240.0,320.0,"Nokia Asha software platform 1.1.1, upgradable to 1.4",microsdhc,65536.0,
TFT,2.4,240.0,320.0,,microsdhc,,
OLED,5.0,1080.0,1920.0,"Microsoft Windows Phone 8, upgradable to Microsoft Windows 10",no,33554432.0,2097152.0
IPS,4.0,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,1048576.0
IPS,6.0,1080.0,1920.0,"Microsoft Windows Phone 8, upgradable to Windows 10",microsdxc,33554432.0,2097152.0
IPS,6.0,720.0,1280.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,1048576.0
IPS,10.1,1080.0,1920.0,Microsoft Windows RT,microsdxc,33554432.0,2097152.0
TFT,3.0,240.0,320.0,"Nokia Asha software platform 1.2, upgradable to 1.4",microsdhc,,
TFT,3.0,240.0,320.0,Nokia Asha software platform 1.2,microsdhc,,
TFT,3.0,240.0,320.0,"Nokia Asha software platform 1.1.1, upgradable to 1.4",microsdhc,65536.0,
TFT,2.8,240.0,320.0,Nokia Asha software platform 1.1.1 ,microsdhc,65536.0,
TFT,2.8,240.0,320.0,"Nokia Asha software platform 1.1.1, upgradable to 1.4",microsdhc,65536.0,
TFT,1.8,128.0,160.0,,microsdhc,4096.0,
TFT,2.4,240.0,320.0,,microsdhc,262144.0,65536.0
TFT,1.8,128.0,160.0,,microsdhc,4096.0,
TFT,1.8,128.0,160.0,,no,,
IPS,4.7,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,524288.0
OLED,4.5,768.0,1280.0,"Microsoft Windows Phone 8, upgradable to 8.1",no,67108864.0,2097152.0
TFT,2.4,240.0,320.0,,microsdhc,262144.0,65536.0
TFT,2.4,240.0,320.0,,microsdhc,262144.0,65536.0
OLED,4.5,768.0,1280.0,"Microsoft Windows Phone 8, upgradable to 8.1",no,33554432.0,1048576.0
OLED,4.5,768.0,1280.0,"Microsoft Windows Phone 8, upgradable to 8.1",no,33554432.0,1048576.0
TFT,3.0,240.0,320.0,"Nokia Asha software platform 1.0, upgradable to 1.4",microsdhc,131072.0,65536.0
TFT,2.4,320.0,240.0,,microsdhc,65536.0,32768.0
IPS,4.3,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,524288.0
IPS,4.0,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,524288.0
TFT,2.4,240.0,320.0,,microsdhc,262144.0,65536.0
TFT,1.45,128.0,128.0,,no,8192.0,
TFT,3.0,240.0,400.0,,microsdhc,131072.0,65536.0
OLED,3.7,480.0,800.0,Microsoft Windows Phone 7.8,no,4194304.0,262144.0
TFT,3.8,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,524288.0
TFT,1.8,128.0,160.0,,microsdhc,16384.0,
TFT,2.4,240.0,320.0,,microsdhc,65536.0,
TFT,2.4,320.0,240.0,,microsdhc,65536.0,
TFT,1.8,128.0,160.0,,microsdhc,65536.0,16384.0
OLED,4.3,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,16777216.0,1048576.0
TFT,4.0,480.0,800.0,Microsoft Windows Phone 7.8,no,4194304.0,262144.0
OLED,4.3,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,1048576.0
TFT,3.0,240.0,400.0,,microsdhc,131072.0,65536.0
TFT,3.0,240.0,400.0,,microsdhc,131072.0,65536.0
IPS,4.5,768.0,1280.0,"Microsoft Windows Phone 8, upgradable to 8.1",no,33554432.0,1048576.0
OLED,4.3,480.0,800.0,"Microsoft Windows Phone 8, upgradable to 8.1",microsdxc,8388608.0,1048576.0
TFT,3.0,240.0,400.0,,microsdhc,262144.0,143360.0
TFT,3.0,240.0,400.0,,microsdhc,65536.0,32768.0
TFT,3.0,240.0,400.0,,microsdhc,65536.0,32768.0
TFT,1.8,128.0,160.0,,microsdhc,16384.0,
TFT,1.8,128.0,160.0,,microsdhc,16384.0,
TFT,1.8,128.0,160.0,,microsdhc,10240.0,
TFT,1.8,128.0,160.0,,microsdhc,10240.0,
TFT,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,8388608.0,262144.0
Monochrome,1.36,96.0,68.0,,no,,
OLED,4.0,360.0,640.0,Nokia Belle OS,microsdhc,16777216.0,524288.0
OLED,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,16777216.0,524288.0
TFT,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,8388608.0,262144.0
TFT,2.4,320.0,240.0,,microsdhc,262144.0,131072.0
TFT,2.4,240.0,320.0,,microsdhc,32768.0,16384.0
TFT,2.4,240.0,320.0,,microsdhc,32768.0,16384.0
OLED,4.3,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,16777216.0,524288.0
OLED,4.3,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,16777216.0,524288.0
TFT,4.0,360.0,640.0,Symbian Anna OS,microsdhc,8388608.0,262144.0
TFT,2.2,240.0,320.0,,microsdhc,65536.0,32768.0
OLED,3.7,480.0,800.0,"Microsoft Windows Phone 7.5 Mango, upgradable to 7.8",no,16777216.0,524288.0
TFT,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,8388608.0,524288.0
TFT,3.7,480.0,800.0,Microsoft Windows Phone 7.5 Mango,no,8388608.0,524288.0
TFT,2.6,320.0,240.0,,microsdhc,262144.0,174080.0
TFT,2.4,240.0,320.0,,microsdhc,262144.0,143360.0
TFT,2.4,320.0,240.0,,microsdhc,65536.0,32768.0
TFT,2.4,320.0,240.0,,microsdhc,65536.0,32768.0
IPS,3.5,360.0,640.0,"Symbian Belle, upgradable to Belle FP1",microsdhc,2097152.0,1048576.0
TFT,2.0,240.0,320.0,,microsdhc,65536.0,
TFT,2.2,240.0,320.0,,microsdhc,65536.0,
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,262144.0,131072.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,262144.0,131072.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,262144.0,131072.0
TFT,1.8,128.0,160.0,,microsdhc,,
TFT,1.8,128.0,160.0,,no,,
IPS,3.5,360.0,640.0,"Symbian Belle, upgradable to Belle FP1",microsdhc,8388608.0,524288.0
OLED,3.2,360.0,640.0,"Symbian Belle, upgradable to Belle FP1",microsdhc,2097152.0,524288.0
TFT,3.2,360.0,640.0,Symbian Belle OS,microsdhc,2097152.0,
TFT,2.4,240.0,320.0,,microsdhc,143360.0,65536.0
TFT,3.2,360.0,640.0,"Symbian Anna, upgradable to Nokia Belle OS",microsdhc,2097152.0,262144.0
OLED,3.9,480.0,854.0,MeeGo 1.2 Harmattan,no,67108864.0,16777216.0
TFT,2.2,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,524288.0,276480.0
TFT,2.6,240.0,320.0,,microsdhc,10240.0,
TFT,2.6,240.0,320.0,,microsdhc,10240.0,
TFT,2.6,240.0,320.0,,microsdhc,10240.0,
TFT,2.46,640.0,480.0,Symbian Anna OS,microsdhc,8388608.0,262144.0
OLED,3.5,360.0,640.0,"Symbian^3, upgradable to Nokia Belle OS",microsdhc,1048576.0,296960.0
LCD,4.0,480.0,854.0,MeeGo 1.2 Harmattan OS,no,8912896.0,1048576.0
OLED,3.5,360.0,640.0,Symbian Anna OS,microsdhc,8388608.0,262144.0
TFT,1.8,128.0,160.0,,microsdhc,,
OLED,4.0,360.0,640.0,"Symbian Anna, upgradable to Nokia Belle OS",microsdhc,1048576.0,262144.0
TFT,2.46,640.0,480.0,"Symbian Anna, upgradable to Nokia Belle OS",microsdhc,8388608.0,262144.0
OLED,3.5,360.0,640.0,"Symbian^3, upgradable to Nokia Belle OS",microsdhc,8388608.0,262144.0
TFT,1.8,128.0,160.0,,microsdhc,,
TFT,2.4,320.0,240.0,,microsdhc,131072.0,65536.0
TFT,2.0,240.0,320.0,,microsdhc,131072.0,65536.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,131072.0,40960.0
OLED,4.0,360.0,640.0,"Symbian^3, upgradable to Nokia Belle OS",no,16777216.0,262144.0
OLED,3.2,360.0,640.0,"Symbian^3, upgradable to Nokia Belle OS",microsdhc,1048576.0,348160.0
OLED,3.5,360.0,640.0,"Symbian^3, upgradable to Nokia Belle OS",microsdhc,8388608.0,262144.0
TFT,2.4,240.0,320.0,,microsdhc,131072.0,65536.0
TFT,2.8,360.0,640.0,"Symbian, S60 rel. 5",microsdhc,52224.0,
TFT,,240.0,320.0,,microsdhc,,
TFT,2.4,240.0,320.0,,microsdhc,262144.0,131072.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",no,8388608.0,131072.0
TFT,2.36,320.0,240.0,"Symbian OS 9.3, Series 60 v3.2 UI",microsdhc,204800.0,
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,131072.0,71680.0
TFT,2.4,320.0,240.0,"Symbian OS 9.3, Series 60 v3.2 UI",microsdhc,256000.0,
TFT,1.8,128.0,160.0,,microsdhc,65536.0,16384.0
TFT,1.8,128.0,160.0,,microsdhc,65536.0,16384.0
TFT,1.8,128.0,160.0,,microsdhc,65536.0,16384.0
TFT,1.8,128.0,160.0,,no,,
OLED,3.5,360.0,640.0,"Symbian^3, upgradable to Nokia Belle Refresh",microsdhc,16777216.0,262144.0
TFT,2.2,240.0,320.0,,microsdhc,131072.0,65536.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,245760.0,
TFT,2.36,320.0,240.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,262144.0,256000.0
TFT,2.4,320.0,240.0,,microsdhc,131072.0,65536.0
TFT,2.2,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,131072.0,51200.0
TFT,2.4,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,262144.0,
TFT,2.4,240.0,320.0,"Symbian 9.3, Series 60 rel. 3.2",microsdhc,262144.0,
TFT,2.2,240.0,320.0,,microsdhc,56320.0,
TFT,2.0,240.0,320.0,,microsdhc,30720.0,
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",no,16777216.0,131072.0
TFT,2.2,240.0,320.0,,microsdhc,131072.0,65536.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",no,33554432.0,131072.0
TFT,2.2,240.0,320.0,"Symbian 9.3, S60 rel. 3.2",microsdhc,131072.0,46080.0
TFT,2.4,240.0,320.0,,microsdhc,46080.0,
TFT,2.4,240.0,320.0,,microsdhc,71680.0,
TFT,1.8,128.0,160.0,,microsdhc,,
